e1	e2	rel	label	res	thres	pred	check	lp_tail	pos_tail	lp_head	pos_head
6405	5342	149	1	-0.4109285	3.0061588287353516	1	11	172	385	2	317
6405	5286	149	1	-1.2901448	3.0061588287353516	1	11	157	385	1	392
6405	12581	149	1	-1.5750878	3.0061588287353516	1	11	154	385	1	240
6405	11838	149	1	-4.168409	3.0061588287353516	1	11	19	385	1	391
6406	4039	152	1	-0.031921864	2.4635753631591797	1	11	55	526	1	29
6407	13944	150	1	-2.8874714	0.38348615169525146	1	11	49	133	2	12
6407	12029	150	1	-4.350818	0.38348615169525146	1	11	4	133	3	17
6407	5263	149	1	3.002188	3.0061588287353516	1	11	419	420	99	99
6407	5330	149	1	-2.7693987	3.0061588287353516	1	11	76	420	2	344
6407	12043	150	1	-3.5379791	0.38348615169525146	1	11	16	133	4	13
6409	11973	150	1	-2.0218296	0.38348615169525146	1	11	5	116	8	14
6409	11010	150	1	-2.120991	0.38348615169525146	1	11	3	116	8	19
6409	5388	149	1	-2.3529396	3.0061588287353516	1	11	28	489	7	263
6411	13912	150	1	-1.6621284	0.38348615169525146	1	11	12	112	9	16
6411	12029	150	1	-1.8733445	0.38348615169525146	1	11	6	112	9	17
6411	13030	152	1	-2.0614524	2.4635753631591797	1	11	9	371	2	100
6413	5307	149	1	-1.2779179	3.0061588287353516	1	11	38	426	18	432
6413	13929	150	1	-1.6800927	0.38348615169525146	1	11	89	134	5	12
6419	13925	150	1	-2.9159145	0.38348615169525146	1	11	41	134	4	17
6419	11964	150	1	-2.8683026	0.38348615169525146	1	11	45	134	2	9
6419	3617	152	1	-0.52008176	2.4635753631591797	1	11	12	125	3	106
6419	12057	150	1	-3.041275	0.38348615169525146	1	11	31	134	3	14
6419	13954	150	1	-2.3634987	0.38348615169525146	1	11	72	134	4	11
6419	12036	150	1	-2.8904462	0.38348615169525146	1	11	42	134	3	12
6422	5367	149	1	-2.1626642	3.0061588287353516	1	11	73	407	6	385
6422	5374	149	1	-2.7648633	3.0061588287353516	1	11	36	407	6	443
6422	5307	149	1	-3.022794	3.0061588287353516	1	11	22	407	6	432
6423	5280	149	1	0.4484806	3.0061588287353516	1	11	168	430	11	446
6424	5349	149	1	1.9664922	3.0061588287353516	1	11	152	622	71	372
6424	5281	149	1	2.248879	3.0061588287353516	1	11	234	622	95	340
6425	12151	149	1	-1.9151331	3.0061588287353516	1	11	130	365	4	298
6425	5322	149	1	-0.86457473	3.0061588287353516	1	11	161	365	2	303
6425	5290	149	1	-3.5327249	3.0061588287353516	1	11	23	365	2	287
6425	5395	149	1	-3.4257932	3.0061588287353516	1	11	29	365	2	329
6425	5289	149	1	-3.0715404	3.0061588287353516	1	11	52	365	2	337
6426	5402	149	1	-3.4558148	3.0061588287353516	1	11	31	386	2	356
6426	11599	149	1	-2.9152398	3.0061588287353516	1	11	67	386	3	410
6426	3740	152	1	-1.0111082	2.4635753631591797	1	11	5	70	3	115
6426	5256	149	1	0.10048413	3.0061588287353516	1	11	176	386	6	698
6427	3740	152	1	-1.1276592	2.4635753631591797	1	11	17	473	2	115
6427	3182	152	1	-0.15799809	2.4635753631591797	1	11	25	473	1	56
6427	3701	152	1	2.3487015	2.4635753631591797	1	11	395	473	40	45
6427	3134	152	1	2.4595044	2.4635753631591797	1	11	471	473	74	74
6427	4168	152	1	-0.12343836	2.4635753631591797	1	11	27	473	2	115
6432	14409	3	1	-1.6205376	2.56864595413208	1	11	1	72	69	247
6433	2342	55	1	-3.5533307	1.3675833940505981	1	11	1	109	8	200
6439	7767	90	1	1.6651807	2.1733555793762207	1	11	37	115	42	141
6443	12626	88	1	0.85901356	-0.2311761975288391	0	10	20	3	5	2
6449	7545	155	1	0.4866081	2.6844582557678223	1	11	5	88	9	335
6449	7686	132	1	-2.5194638	-0.7131423354148865	1	11	5	6	2	4
6449	6526	132	1	-2.7877624	-0.7131423354148865	1	11	3	6	1	4
6451	7688	155	1	4.338062	2.6844582557678223	0	10	4555	245	4121	55
6451	6476	155	1	-0.11074507	2.6844582557678223	1	11	4	245	2	334
6451	5670	13	1	-0.5803518	1.4826706647872925	1	11	1	31	1	6
6453	11393	155	1	2.6810157	2.6844582557678223	1	11	422	423	101	102
6455	10380	156	1	0.32250214	0.32427674531936646	1	11	58	58	1	1
6456	14021	159	1	1.80297	1.8732401132583618	1	11	22	23	140	141
6457	10221	64	1	-0.32109225	2.4740636348724365	1	11	10	184	329	1080
6457	12381	65	1	0.46641552	2.594804525375366	1	11	3	101	64	1099
6459	14074	16	1	0.7547567	2.6012930870056152	1	11	7	64	98	544
6464	13307	138	1	-0.82677674	0.3526511490345001	1	11	6	18	222	304
6464	5388	60	1	-0.9137862	2.3368465900421143	1	11	1	307	104	399
6466	13202	3	1	4.103182	2.56864595413208	0	10	1840	72	4304	191
6474	9088	61	1	0.1370686	3.2796404361724854	1	11	1	177	696	1166
6476	7124	148	1	-1.574369	1.6921113729476929	1	11	11	151	7	123
6476	10345	77	1	2.5201204	2.5227205753326416	1	11	161	162	396	396
6476	11459	155	1	0.81483096	2.6844582557678223	1	11	3	316	4	263
6476	11877	148	1	-2.7912738	1.6921113729476929	1	11	5	151	3	183
6478	7133	11	1	-2.082708	2.5253589153289795	1	11	1	77	76	360
6483	10337	156	1	-1.3936962	0.32427674531936646	1	11	17	50	2	5
11863	6512	132	1	-0.80649686	-0.7131423354148865	1	11	1	1	1	1
6488	13307	138	1	-2.5706701	0.3526511490345001	1	11	3	22	76	304
6490	12091	6	1	-2.885651	1.2570831775665283	1	11	4	51	3	47
6492	9197	63	1	0.6367383	2.812285900115967	1	11	1	90	692	912
6493	6487	132	1	3.2340052	-0.7131423354148865	0	10	406	2	474	0
6493	6504	155	1	2.4198012	2.6844582557678223	1	11	105	164	142	237
6493	10410	156	1	5.1174893	0.32427674531936646	0	10	9857	1	5974	6
6494	9088	61	1	-0.37066403	3.2796404361724854	1	11	1	158	650	1166
6495	12081	59	1	-0.94212425	-0.08175493031740189	1	11	2	4	156	234
6495	13307	138	1	-1.2381885	0.3526511490345001	1	11	2	19	180	304
6499	14148	6	1	-0.27968216	1.2570831775665283	1	11	25	66	2	33
6500	14161	6	1	2.8139827	1.2570831775665283	0	10	225	2	823	39
11724	6511	155	1	3.7916186	2.6844582557678223	0	10	1157	101	1189	125
6507	5678	155	1	2.5537252	2.6844582557678223	1	11	486	587	43	53
6508	6518	155	1	-2.281643	2.6844582557678223	1	11	1	194	1	189
6516	6507	155	1	1.7966588	2.6844582557678223	1	11	115	451	51	285
11459	7833	132	1	3.0561233	-0.7131423354148865	0	10	411	0	260	0
6527	6439	17	1	0.44536495	2.7522900104522705	1	11	14	522	116	569
6528	8611	58	1	0.87460506	3.2574803829193115	1	11	40	194	82	266
6528	8499	58	1	-0.896075	3.2574803829193115	1	11	12	194	60	355
6529	13967	59	1	-0.6001354	-0.08175493031740189	1	11	13	21	66	101
6529	12081	138	1	-3.1980968	0.3526511490345001	1	11	1	25	67	317
11864	6535	155	1	2.9388056	2.6844582557678223	0	10	341	216	158	100
6532	3900	109	1	4.3244343	1.6294379234313965	0	10	10005	50	3637	21
11866	7812	7	1	-2.3639355	2.323333978652954	1	11	1	120	1	120
6548	10408	76	1	1.6484993	3.29190731048584	1	11	66	872	198	963
6548	5388	60	1	-0.10814476	2.3368465900421143	1	11	2	266	197	399
6550	6501	132	1	-2.409093	-0.7131423354148865	1	11	3	6	2	3
6553	12166	39	1	-1.5951484	2.498749017715454	1	11	2	322	56	492
6553	6584	29	1	-4.9186726	-0.12560197710990906	1	11	2	39	7	75
6557	6690	28	1	-0.67106664	3.1954760551452637	1	11	22	618	118	422
6557	550	28	1	-1.1316373	3.1954760551452637	1	11	14	618	107	451
6559	522	28	1	-2.355816	3.1954760551452637	1	11	3	798	22	422
6559	151	39	1	0.0024703145	2.498749017715454	1	11	5	558	109	432
6559	6655	40	1	-0.7286833	1.405377984046936	1	11	13	152	151	298
6560	523	40	1	-1.7007462	1.405377984046936	1	11	31	164	27	211
6560	151	39	1	-2.2879832	2.498749017715454	1	11	7	744	14	432
6561	507	28	1	4.325101	3.1954760551452637	0	10	3684	270	13627	7297
6562	6572	28	1	-1.5883919	3.1954760551452637	1	11	25	408	90	379
11627	6584	29	1	-3.4286933	-0.12560197710990906	1	11	1	5	34	75
6566	6655	40	1	-2.3520358	1.405377984046936	1	11	1	86	57	298
6569	11051	39	1	-1.5694544	2.498749017715454	1	11	7	415	19	491
6572	12255	41	1	-1.6103234	1.8775163888931274	1	11	21	261	2	288
6572	12232	41	1	-2.768547	1.8775163888931274	1	11	5	261	20	205
6572	6678	40	1	-0.57165956	1.405377984046936	1	11	125	249	45	143
6572	13346	41	1	-2.1633708	1.8775163888931274	1	11	14	261	2	223
6572	523	40	1	-4.175886	1.405377984046936	1	11	13	249	2	211
6572	6600	28	1	-3.102312	3.1954760551452637	1	11	30	372	3	429
6572	13257	41	1	-2.5295615	1.8775163888931274	1	11	8	261	9	203
6572	6604	28	1	-0.7673404	3.1954760551452637	1	11	115	372	2	357
6572	516	40	1	-3.3637946	1.405377984046936	1	11	25	249	2	137
6575	6554	28	1	0.62225115	3.1954760551452637	1	11	8	507	63	1030
6576	6554	28	1	0.7869241	3.1954760551452637	1	11	23	487	89	1030
6579	12230	41	1	-2.183714	1.8775163888931274	1	11	11	126	9	79
6580	6572	28	1	-2.9188025	3.1954760551452637	1	11	2	271	33	379
6582	6590	28	1	-2.562249	3.1954760551452637	1	11	18	414	13	334
6582	12562	41	1	3.7609668	1.8775163888931274	0	10	4598	151	382	9
6582	13334	39	1	3.8149538	2.498749017715454	0	10	2174	614	360	36
6582	523	28	1	-2.8093145	3.1954760551452637	1	11	14	414	15	402
6582	515	28	1	-2.9872754	3.1954760551452637	1	11	9	414	15	434
6582	523	31	1	-0.89997005	2.2757585048675537	1	11	3	179	12	219
6583	6586	28	1	0.6867391	3.1954760551452637	1	11	26	342	218	387
6584	6659	29	1	-2.6570816	-0.12560197710990906	1	11	49	75	1	2
6584	6559	29	1	-4.4631104	-0.12560197710990906	1	11	10	75	2	68
6584	6571	29	1	-5.522929	-0.12560197710990906	1	11	2	75	1	9
6584	12191	29	1	7.482678	-0.12560197710990906	0	10	14178	75	14463	0
6584	485	28	1	-1.1182094	3.1954760551452637	1	11	29	436	62	435
6584	6661	29	1	-0.25429454	-0.12560197710990906	1	11	72	75	2	3
6584	11743	28	1	-1.425162	3.1954760551452637	1	11	21	436	24	515
6584	6665	29	1	-2.889297	-0.12560197710990906	1	11	45	75	1	2
6584	6633	31	1	1.0004228	2.2757585048675537	1	11	31	142	53	184
6584	6690	28	1	-2.4668531	3.1954760551452637	1	11	10	436	36	422
6584	6603	29	1	-0.1338371	-0.12560197710990906	1	11	75	75	1	1
6584	6664	29	1	-2.7821772	-0.12560197710990906	1	11	48	75	1	2
6585	6658	40	1	-2.8981278	1.405377984046936	1	11	16	237	5	233
6586	11101	28	1	-3.8212078	3.1954760551452637	1	11	19	381	1	297
6586	550	28	1	-4.666136	3.1954760551452637	1	11	11	381	5	451
6586	498	28	1	0.46570826	3.1954760551452637	1	11	197	381	7	776
6586	493	28	1	-4.506549	3.1954760551452637	1	11	15	381	4	464
6586	6627	28	1	-3.591073	3.1954760551452637	1	11	28	381	1	309
6586	12166	39	1	-2.484611	2.498749017715454	1	11	10	1196	28	492
6586	11101	40	1	-3.7846627	1.405377984046936	1	11	19	262	1	123
6586	6651	28	1	-6.243293	3.1954760551452637	1	11	1	381	4	424
6586	493	40	1	-4.2399797	1.405377984046936	1	11	16	262	3	275
6586	6618	40	1	-2.7864153	1.405377984046936	1	11	49	262	23	221
6586	485	28	1	-3.394669	3.1954760551452637	1	11	31	381	6	435
6586	6677	28	1	-4.7276764	3.1954760551452637	1	11	9	381	3	426
6586	6651	31	1	-2.4586737	2.2757585048675537	1	11	2	238	4	319
6589	6655	28	1	0.584158	3.1954760551452637	1	11	34	867	250	515
6589	495	28	1	1.2324259	3.1954760551452637	1	11	72	867	26	2202
6590	215	40	1	-2.845125	1.405377984046936	1	11	8	174	15	182
6590	6582	40	1	-2.4995224	1.405377984046936	1	11	10	174	18	241
6590	215	28	1	-2.7979364	3.1954760551452637	1	11	8	315	15	369
11867	6598	28	1	2.5119338	3.1954760551452637	1	11	154	471	311	392
6598	260	40	1	-4.1806726	1.405377984046936	1	11	3	201	6	210
6598	6673	40	1	-2.9042606	1.405377984046936	1	11	12	201	6	176
6598	6672	40	1	-3.0128524	1.405377984046936	1	11	11	201	5	169
6601	12173	41	1	-2.075749	1.8775163888931274	1	11	1	169	28	328
6601	6572	40	1	-0.875406	1.405377984046936	1	11	22	117	122	255
11841	536	40	1	-1.33508	1.405377984046936	1	11	1	135	47	235
6603	6690	28	1	-1.9882491	3.1954760551452637	1	11	7	410	53	422
6607	6618	50	1	-0.2332916	-0.22598202526569366	1	11	25	25	7	7
6608	6586	28	1	0.6500042	3.1954760551452637	1	11	33	217	215	387
6613	6672	50	1	-4.8795166	-0.22598202526569366	1	11	2	64	2	13
6613	13977	50	1	-1.7682183	-0.22598202526569366	1	11	32	64	2	4
6613	12600	50	1	-1.4402474	-0.22598202526569366	1	11	38	64	2	2
6615	12161	38	1	3.7109532	3.7168185710906982	1	11	557	563	1032	1037
6617	12232	41	1	0.08428502	1.8775163888931274	1	11	11	143	56	205
6617	13968	39	1	0.45147628	2.498749017715454	1	11	7	334	139	407
6618	6651	28	1	-6.0617228	3.1954760551452637	1	11	1	356	5	424
6618	6598	31	1	-0.5708494	2.2757585048675537	1	11	18	178	12	196
6618	6590	40	1	-3.366929	1.405377984046936	1	11	14	208	5	171
6618	6617	40	1	-1.9962837	1.405377984046936	1	11	38	208	3	156
6618	491	40	1	-0.28643107	1.405377984046936	1	11	107	208	16	141
6618	12282	41	1	-0.18158162	1.8775163888931274	1	11	38	200	33	121
6618	6633	28	1	-3.7654026	3.1954760551452637	1	11	14	356	5	413
6620	6572	28	1	-3.1792228	3.1954760551452637	1	11	2	300	28	379
6623	6586	40	1	-3.5531414	1.405377984046936	1	11	1	120	26	264
11868	6639	28	1	1.1706861	3.1954760551452637	1	11	64	4088	75	4421
6627	12228	41	1	-3.2699409	1.8775163888931274	1	11	15	153	5	131
6627	6651	28	1	-2.3676038	3.1954760551452637	1	11	3	311	77	424
6627	12231	41	1	-5.5186424	1.8775163888931274	1	11	2	153	5	137
6628	6572	28	1	-1.8425691	3.1954760551452637	1	11	7	299	74	379
6632	6662	40	1	-3.1665752	1.405377984046936	1	11	1	204	17	211
6632	6660	40	1	-2.4104981	1.405377984046936	1	11	4	204	31	229
6633	6586	40	1	-3.5194368	1.405377984046936	1	11	2	194	29	264
6634	6672	50	1	-3.5751674	-0.22598202526569366	1	11	1	31	4	13
6640	12231	41	1	-2.8531265	1.8775163888931274	1	11	3	162	19	137
6642	6655	40	1	-1.3615339	1.405377984046936	1	11	1	41	109	298
6644	486	28	1	2.9857726	3.1954760551452637	1	11	184	267	439	518
11869	6584	29	1	-3.0899253	-0.12560197710990906	1	11	1	2	43	75
6651	8927	40	1	-4.335196	1.405377984046936	1	11	14	263	1	248
6651	6586	40	1	-6.067833	1.405377984046936	1	11	2	263	1	264
6651	536	40	1	-3.043217	1.405377984046936	1	11	47	263	5	235
6651	6572	40	1	-6.416751	1.405377984046936	1	11	1	263	1	255
6653	11045	33	1	1.118835	1.1271016597747803	1	11	17	17	169	169
11568	6585	40	1	-2.340534	1.405377984046936	1	11	1	73	30	237
6654	495	28	1	3.1766043	3.1954760551452637	1	11	291	301	2075	2202
11870	6655	28	1	1.5467249	3.1954760551452637	1	11	46	476	311	515
6655	6696	40	1	-3.896278	1.405377984046936	1	11	12	301	1	164
6655	6583	28	1	-1.9559435	3.1954760551452637	1	11	64	456	1	349
6655	6040	49	1	-3.0137305	-1.2138011455535889	1	11	3	52	10	42
6655	6586	40	1	-3.6131332	1.405377984046936	1	11	17	301	24	264
6655	5744	46	1	-2.1032946	2.544280767440796	1	11	25	468	25	260
6655	11455	46	1	-2.6925883	2.544280767440796	1	11	14	468	20	217
6655	6046	48	1	-2.5962272	2.33601450920105	1	11	15	178	29	210
6655	2269	40	1	-2.9782062	1.405377984046936	1	11	38	301	1	115
6655	6642	40	1	-1.4054716	1.405377984046936	1	11	109	301	1	44
6655	6586	28	1	-3.4354048	3.1954760551452637	1	11	16	456	29	387
6655	6063	48	1	-1.9143298	2.33601450920105	1	11	28	178	5	163
6655	5750	46	1	-1.1392441	2.544280767440796	1	11	32	468	3	219
6658	6651	28	1	-3.328124	3.1954760551452637	1	11	1	405	43	424
6660	551	40	1	-4.1994004	1.405377984046936	1	11	9	220	4	206
6660	6632	28	1	-2.735818	3.1954760551452637	1	11	29	376	5	458
6660	6679	40	1	-3.3561027	1.405377984046936	1	11	17	220	4	202
6660	6677	28	1	-4.898441	3.1954760551452637	1	11	4	376	2	426
6660	12119	41	1	0.6907673	1.8775163888931274	1	11	44	299	40	120
6660	12253	28	1	-2.1266646	3.1954760551452637	1	11	48	376	4	557
6661	532	40	1	-1.211121	1.405377984046936	1	11	19	133	3	212
6661	6651	28	1	-3.2681544	3.1954760551452637	1	11	3	349	47	424
6662	6655	40	1	-4.4474993	1.405377984046936	1	11	3	203	5	298
6662	12119	41	1	-1.9106905	1.8775163888931274	1	11	17	208	3	120
6662	6677	28	1	-4.437362	3.1954760551452637	1	11	5	395	5	426
6662	12601	41	1	0.41687384	1.8775163888931274	1	11	78	208	5	63
6666	6651	28	1	-3.6771386	3.1954760551452637	1	11	8	393	32	424
6666	550	28	1	-2.418354	3.1954760551452637	1	11	32	393	43	451
6666	11092	40	1	-2.4756255	1.405377984046936	1	11	36	254	3	110
6670	530	28	1	-2.7664695	3.1954760551452637	1	11	1	391	7	897
6671	528	28	1	0.75446045	3.1954760551452637	1	11	7	305	93	1006
6671	6655	28	1	2.0963826	3.1954760551452637	1	11	69	305	363	515
6672	6667	28	1	-2.5798664	3.1954760551452637	1	11	15	396	1	364
6672	6618	29	1	-1.5080194	-0.12560197710990906	1	11	22	60	5	9
6672	6598	31	1	-0.78680754	2.2757585048675537	1	11	8	162	9	196
6676	6655	28	1	-2.510637	3.1954760551452637	1	11	1	267	61	515
6677	6586	28	1	-4.4860673	3.1954760551452637	1	11	2	385	10	387
6677	8922	40	1	-2.319911	1.405377984046936	1	11	33	243	17	241
6677	260	40	1	-4.1978226	1.405377984046936	1	11	4	243	5	210
6677	487	28	1	-2.5825846	3.1954760551452637	1	11	19	385	45	489
6677	6572	28	1	-4.7670183	3.1954760551452637	1	11	1	385	7	379
6677	6611	40	1	-2.319893	1.405377984046936	1	11	34	243	6	110
6679	6682	40	1	-2.080406	1.405377984046936	1	11	20	203	15	144
6680	3375	5	1	1.4163513	2.8307435512542725	1	11	31	370	42	355
6682	6677	40	1	-2.6884992	1.405377984046936	1	11	7	139	19	242
6684	485	40	1	-2.777094	1.405377984046936	1	11	9	186	9	228
6684	8912	40	1	0.20756854	1.405377984046936	1	11	105	186	52	196
6684	6651	40	1	-4.140507	1.405377984046936	1	11	1	186	19	263
6684	6655	40	1	-3.687961	1.405377984046936	1	11	2	186	14	298
11871	6584	29	1	-3.1206055	-0.12560197710990906	1	11	1	2	41	75
6690	6696	40	1	-3.54927	1.405377984046936	1	11	8	249	3	164
6694	6655	28	1	-2.7003274	3.1954760551452637	1	11	1	285	52	515
11872	515	28	1	2.8896773	3.1954760551452637	1	11	395	716	372	434
6697	12122	22	1	-2.4551623	3.195857286453247	1	11	5	185	45	430
6698	5543	23	1	-1.5805578	3.3831653594970703	1	11	3	7587	15	942
6699	12126	22	1	-3.8084807	3.195857286453247	1	11	4	178	12	450
6701	12122	22	1	-1.5326141	3.195857286453247	1	11	4	141	73	430
6706	11965	3	1	-2.515125	2.56864595413208	1	11	1	186	234	374
6712	11966	3	1	-2.7358153	2.56864595413208	1	11	2	86	189	373
11652	8166	7	1	-2.2553968	2.323333978652954	1	11	1	132	1	171
6718	5245	12	1	-1.9898458	0.4255028963088989	1	11	10	112	42	78
6727	11596	12	1	-2.4861143	0.4255028963088989	1	11	3	84	47	79
6729	5284	12	1	-4.4208946	0.4255028963088989	1	11	2	146	4	81
6729	12107	8	1	-0.62724996	2.5805675983428955	1	11	1	46	94	429
6732	5322	12	1	-0.28471953	0.4255028963088989	1	11	44	79	57	69
6732	5351	12	1	-1.7420102	0.4255028963088989	1	11	10	79	50	81
6736	12740	78	1	-1.3259556	-1.3200594186782837	1	11	11	11	8	8
11873	2342	55	1	-2.1260636	1.3675833940505981	1	11	1	22	46	200
6746	8229	3	1	-2.552872	2.56864595413208	1	11	32	148	4	146
6746	12074	3	1	-2.2987416	2.56864595413208	1	11	37	148	4	120
6746	13141	3	1	-1.1142261	2.56864595413208	1	11	65	148	8	400
6748	3858	44	1	-0.318941	3.9175326824188232	1	11	1	716	14	1997
6749	5647	3	1	0.061169922	2.56864595413208	1	11	2	129	9	392
6757	11966	3	1	-2.6924279	2.56864595413208	1	11	2	90	201	373
6759	13986	158	1	-3.7819426	2.4303596019744873	1	11	2	87	18	217
6761	13984	158	1	-2.7940915	2.4303596019744873	1	11	3	122	13	231
6764	14013	158	1	-0.71273804	2.4303596019744873	1	11	16	131	70	324
6767	13986	158	1	-2.0121675	2.4303596019744873	1	11	1	132	93	217
6776	13983	158	1	-2.5183754	2.4303596019744873	1	11	4	117	42	226
6776	13984	158	1	-1.9716929	2.4303596019744873	1	11	5	117	53	231
6776	14017	158	1	0.8024923	2.4303596019744873	1	11	32	117	119	300
6776	13982	158	1	-2.857988	2.4303596019744873	1	11	2	117	97	226
6782	13984	158	1	-2.373836	2.4303596019744873	1	11	5	107	35	231
11425	14016	158	1	0.96627796	2.4303596019744873	1	11	24	105	149	244
6790	13993	158	1	-2.29236	2.4303596019744873	1	11	2	113	53	248
6797	13982	158	1	-0.93164754	2.4303596019744873	1	11	7	141	149	226
6798	13987	158	1	-3.3345752	2.4303596019744873	1	11	2	106	9	244
6800	13984	158	1	-2.5340085	2.4303596019744873	1	11	6	110	27	231
6803	13999	158	1	-1.6977469	2.4303596019744873	1	11	2	83	34	226
6806	13986	158	1	-3.3432393	2.4303596019744873	1	11	1	123	38	217
6807	13991	158	1	-1.5862553	2.4303596019744873	1	11	3	84	21	237
6815	13982	158	1	-0.26579726	2.4303596019744873	1	11	15	133	162	226
11874	13982	158	1	1.1488485	2.4303596019744873	1	11	18	105	186	226
6818	13982	158	1	-1.5933783	2.4303596019744873	1	11	2	97	128	226
6823	13994	158	1	-2.8991973	2.4303596019744873	1	11	4	101	25	214
6824	13986	158	1	-2.0792515	2.4303596019744873	1	11	3	95	88	217
6829	13986	158	1	-1.6524812	2.4303596019744873	1	11	3	134	114	217
6837	13986	158	1	-2.0774357	2.4303596019744873	1	11	2	95	89	217
6837	13983	158	1	-1.9063704	2.4303596019744873	1	11	4	95	73	226
6838	13996	158	1	-1.8951738	2.4303596019744873	1	11	2	90	4	218
6840	13994	158	1	0.03423536	2.4303596019744873	1	11	24	109	126	214
11638	13984	158	1	2.4284866	2.4303596019744873	1	11	94	94	231	231
6846	13982	158	1	-1.5569999	2.4303596019744873	1	11	4	157	131	226
6853	13986	158	1	-4.3248763	2.4303596019744873	1	11	1	107	3	217
6853	14012	158	1	-2.3243575	2.4303596019744873	1	11	11	107	5	243
6856	13990	158	1	-3.1507068	2.4303596019744873	1	11	1	93	13	224
6860	13983	158	1	-2.3643832	2.4303596019744873	1	11	4	95	48	226
6861	13986	158	1	-1.5432073	2.4303596019744873	1	11	3	103	119	217
6862	13985	158	1	-2.0275497	2.4303596019744873	1	11	11	104	17	270
6864	13982	158	1	-0.17223406	2.4303596019744873	1	11	10	77	165	226
6870	14004	158	1	-0.08832884	2.4303596019744873	1	11	22	118	15	242
6872	14003	158	1	-2.059533	2.4303596019744873	1	11	11	105	28	248
6879	13982	158	1	-1.5913297	2.4303596019744873	1	11	3	121	129	226
6880	14009	158	1	-1.3440933	2.4303596019744873	1	11	11	110	70	265
6881	13982	158	1	-2.6489053	2.4303596019744873	1	11	3	111	106	226
6884	13982	158	1	-1.7480152	2.4303596019744873	1	11	8	86	123	226
6885	13982	158	1	-0.019425154	2.4303596019744873	1	11	11	84	167	226
11839	13982	158	1	0.23028481	2.4303596019744873	1	11	4	107	172	226
6893	13990	158	1	-2.3993702	2.4303596019744873	1	11	8	130	27	224
6897	13982	158	1	-4.2526035	2.4303596019744873	1	11	1	112	20	226
6901	13981	158	1	-3.2555623	2.4303596019744873	1	11	4	81	2	242
6902	13982	158	1	-1.3033451	2.4303596019744873	1	11	11	84	143	226
6903	14008	158	1	0.06656909	2.4303596019744873	1	11	23	95	99	257
6905	13982	158	1	-1.1138763	2.4303596019744873	1	11	8	120	146	226
6906	13982	158	1	-1.3866365	2.4303596019744873	1	11	5	104	139	226
6907	13990	158	1	-0.12159729	2.4303596019744873	1	11	25	87	88	224
6912	13982	158	1	-0.5366553	2.4303596019744873	1	11	9	114	154	226
6914	13990	158	1	-2.779634	2.4303596019744873	1	11	3	99	20	224
6918	11966	3	1	3.2213054	2.56864595413208	0	10	255	80	606	373
6930	13983	158	1	-1.8389452	2.4303596019744873	1	11	6	89	78	226
11876	13982	158	1	0.48969817	2.4303596019744873	1	11	5	110	175	226
6937	6760	157	1	0.69977665	2.251873731613159	1	11	129	223	26	141
6939	14029	159	1	-5.3997273	1.8732401132583618	1	11	1	52	3	126
6939	14054	159	1	-1.2608366	1.8732401132583618	1	11	25	52	3	64
6939	14031	159	1	-2.4943476	1.8732401132583618	1	11	10	52	4	69
6950	14027	159	1	-5.0036592	1.8732401132583618	1	11	2	50	3	127
6958	14021	159	1	-3.1339073	1.8732401132583618	1	11	1	65	65	141
6959	14043	159	1	-2.442736	1.8732401132583618	1	11	13	57	13	136
6969	6800	157	1	-0.5151737	2.251873731613159	1	11	6	232	30	209
6973	14020	159	1	-4.297667	1.8732401132583618	1	11	3	53	4	130
6975	14026	159	1	-2.3859189	1.8732401132583618	1	11	3	53	34	120
6978	14047	159	1	-3.5067837	1.8732401132583618	1	11	14	53	3	133
6991	14021	159	1	3.8728204	1.8732401132583618	0	10	743	25	1130	141
6998	14021	159	1	0.9280811	1.8732401132583618	1	11	3	24	122	141
7002	14039	159	1	-3.4982412	1.8732401132583618	1	11	24	52	1	136
7014	14022	159	1	-2.984028	1.8732401132583618	1	11	6	56	10	130
7016	14023	159	1	0.35900187	1.8732401132583618	1	11	5	55	74	136
7017	6855	157	1	1.7636353	2.251873731613159	1	11	73	128	130	217
7027	6920	157	1	2.2492256	2.251873731613159	1	11	128	128	150	150
7035	14031	159	1	-3.414929	1.8732401132583618	1	11	6	52	1	69
7040	14055	159	1	-1.0975654	1.8732401132583618	1	11	28	63	10	143
7040	14021	159	1	-4.365017	1.8732401132583618	1	11	1	63	11	141
7041	14020	159	1	-5.4408026	1.8732401132583618	1	11	3	51	2	130
7041	14048	159	1	-3.7575078	1.8732401132583618	1	11	16	51	2	130
7042	14021	159	1	-3.3697455	1.8732401132583618	1	11	1	62	63	141
7050	14020	159	1	-3.402716	1.8732401132583618	1	11	4	56	8	130
7050	14022	159	1	-3.2159247	1.8732401132583618	1	11	6	56	8	130
7054	6800	157	1	1.4538935	2.251873731613159	1	11	62	128	113	209
7068	14027	159	1	-1.8657849	1.8732401132583618	1	11	2	52	42	127
7073	14021	159	1	1.8688799	1.8732401132583618	1	11	30	30	141	141
7077	14030	159	1	-3.532951	1.8732401132583618	1	11	4	53	7	125
7079	5936	5	1	4.4140434	2.8307435512542725	0	10	3024	223	3989	701
7091	2344	55	1	2.7458467	1.3675833940505981	0	10	205	47	251	133
7097	2342	55	1	-2.5480337	1.3675833940505981	1	11	2	45	34	200
